fecha;hora;datatime;recibidos;contestados;abandonados;tmo (segundos);hora numero;dia de semana;fin de semana;mes;temporada;feriados;Horario laboral tipico
28-09-2024;4:00:00;28-09-2024 4:00;2;2;0;197;4;5;1;9;4;0;0
28-09-2024;5:00:00;28-09-2024 5:00;3;3;0;277;5;5;1;9;4;0;0
28-09-2024;6:00:00;28-09-2024 6:00;3;3;0;239;6;5;1;9;4;0;0
28-09-2024;7:00:00;28-09-2024 7:00;15;15;0;183;7;5;1;9;4;0;0
28-09-2024;8:00:00;28-09-2024 8:00;53;53;0;251;8;5;1;9;4;0;1
28-09-2024;9:00:00;28-09-2024 9:00;72;72;0;260;9;5;1;9;4;0;1
28-09-2024;10:00:00;28-09-2024 10:00;92;92;0;255;10;5;1;9;4;0;1
28-09-2024;11:00:00;28-09-2024 11:00;128;127;1;297;11;5;1;9;4;0;1
28-09-2024;12:00:00;28-09-2024 12:00;136;135;1;268;12;5;1;9;4;0;1
28-09-2024;13:00:00;28-09-2024 13:00;120;118;2;237;13;5;1;9;4;0;1
28-09-2024;14:00:00;28-09-2024 14:00;99;99;0;258;14;5;1;9;4;0;1
28-09-2024;15:00:00;28-09-2024 15:00;93;93;0;274;15;5;1;9;4;0;1
28-09-2024;16:00:00;28-09-2024 16:00;77;77;0;263;16;5;1;9;4;0;1
28-09-2024;17:00:00;28-09-2024 17:00;65;65;0;254;17;5;1;9;4;0;1
28-09-2024;18:00:00;28-09-2024 18:00;59;59;0;258;18;5;1;9;4;0;0
28-09-2024;19:00:00;28-09-2024 19:00;76;76;0;261;19;5;1;9;4;0;0
28-09-2024;20:00:00;28-09-2024 20:00;145;137;8;190;20;5;1;9;4;0;0
28-09-2024;21:00:00;28-09-2024 21:00;57;57;0;253;21;5;1;9;4;0;0
28-09-2024;22:00:00;28-09-2024 22:00;32;32;0;306;22;5;1;9;4;0;0
28-09-2024;23:00:00;28-09-2024 23:00;33;33;0;254;23;5;1;9;4;0;0
29-09-2024;0:00:00;29-09-2024 0:00;9;9;0;355;0;6;1;9;4;0;0
29-09-2024;1:00:00;29-09-2024 1:00;5;5;0;227;1;6;1;9;4;0;0
29-09-2024;2:00:00;29-09-2024 2:00;5;5;0;96;2;6;1;9;4;0;0
29-09-2024;4:00:00;29-09-2024 4:00;2;2;0;220;4;6;1;9;4;0;0
29-09-2024;5:00:00;29-09-2024 5:00;1;1;0;247;5;6;1;9;4;0;0
29-09-2024;6:00:00;29-09-2024 6:00;1;1;0;180;6;6;1;9;4;0;0
29-09-2024;7:00:00;29-09-2024 7:00;18;18;0;203;7;6;1;9;4;0;0
29-09-2024;8:00:00;29-09-2024 8:00;35;35;0;356;8;6;1;9;4;0;1
29-09-2024;9:00:00;29-09-2024 9:00;41;41;0;276;9;6;1;9;4;0;1
29-09-2024;10:00:00;29-09-2024 10:00;116;116;0;235;10;6;1;9;4;0;1
29-09-2024;11:00:00;29-09-2024 11:00;99;97;2;268;11;6;1;9;4;0;1
29-09-2024;12:00:00;29-09-2024 12:00;93;92;1;304;12;6;1;9;4;0;1
29-09-2024;13:00:00;29-09-2024 13:00;79;79;0;283;13;6;1;9;4;0;1
29-09-2024;14:00:00;29-09-2024 14:00;89;89;0;336;14;6;1;9;4;0;1
29-09-2024;15:00:00;29-09-2024 15:00;80;80;0;292;15;6;1;9;4;0;1
29-09-2024;16:00:00;29-09-2024 16:00;66;66;0;270;16;6;1;9;4;0;1
29-09-2024;17:00:00;29-09-2024 17:00;77;77;0;265;17;6;1;9;4;0;1
29-09-2024;18:00:00;29-09-2024 18:00;144;127;17;256;18;6;1;9;4;0;0
29-09-2024;19:00:00;29-09-2024 19:00;163;153;10;243;19;6;1;9;4;0;0
29-09-2024;20:00:00;29-09-2024 20:00;112;111;1;243;20;6;1;9;4;0;0
29-09-2024;21:00:00;29-09-2024 21:00;86;85;1;273;21;6;1;9;4;0;0
29-09-2024;22:00:00;29-09-2024 22:00;41;41;0;261;22;6;1;9;4;0;0
29-09-2024;23:00:00;29-09-2024 23:00;18;18;0;234;23;6;1;9;4;0;0
30-09-2024;0:00:00;30-09-2024 0:00;12;11;1;283;0;0;0;9;4;0;0
30-09-2024;1:00:00;30-09-2024 1:00;4;4;0;205;1;0;0;9;4;0;0
30-09-2024;4:00:00;30-09-2024 4:00;7;7;0;135;4;0;0;9;4;0;0
30-09-2024;5:00:00;30-09-2024 5:00;5;5;0;215;5;0;0;9;4;0;0
30-09-2024;6:00:00;30-09-2024 6:00;16;14;2;167;6;0;0;9;4;0;0
30-09-2024;7:00:00;30-09-2024 7:00;36;36;0;234;7;0;0;9;4;0;0
30-09-2024;8:00:00;30-09-2024 8:00;102;102;0;273;8;0;0;9;4;0;1
30-09-2024;9:00:00;30-09-2024 9:00;237;235;2;286;9;0;0;9;4;0;1
30-09-2024;10:00:00;30-09-2024 10:00;270;269;1;293;10;0;0;9;4;0;1
30-09-2024;11:00:00;30-09-2024 11:00;291;291;0;302;11;0;0;9;4;0;1
30-09-2024;12:00:00;30-09-2024 12:00;344;344;0;290;12;0;0;9;4;0;1
30-09-2024;13:00:00;30-09-2024 13:00;264;264;0;264;13;0;0;9;4;0;1
30-09-2024;14:00:00;30-09-2024 14:00;285;278;7;295;14;0;0;9;4;0;1
30-09-2024;15:00:00;30-09-2024 15:00;266;264;2;289;15;0;0;9;4;0;1
30-09-2024;16:00:00;30-09-2024 16:00;232;231;1;319;16;0;0;9;4;0;1
30-09-2024;17:00:00;30-09-2024 17:00;257;257;0;299;17;0;0;9;4;0;1
30-09-2024;18:00:00;30-09-2024 18:00;202;202;0;271;18;0;0;9;4;0;0
30-09-2024;19:00:00;30-09-2024 19:00;162;162;0;274;19;0;0;9;4;0;0
30-09-2024;20:00:00;30-09-2024 20:00;165;163;2;265;20;0;0;9;4;0;0
30-09-2024;21:00:00;30-09-2024 21:00;130;126;4;312;21;0;0;9;4;0;0
30-09-2024;22:00:00;30-09-2024 22:00;54;54;0;240;22;0;0;9;4;0;0
30-09-2024;23:00:00;30-09-2024 23:00;30;30;0;255;23;0;0;9;4;0;0
01-10-2024;0:00:00;01-10-2024 0:00;13;12;1;226;0;1;0;10;4;0;0
01-10-2024;1:00:00;01-10-2024 1:00;5;4;1;484;1;1;0;10;4;0;0
01-10-2024;2:00:00;01-10-2024 2:00;9;9;0;372;2;1;0;10;4;0;0
01-10-2024;3:00:00;01-10-2024 3:00;2;2;0;240;3;1;0;10;4;0;0
01-10-2024;4:00:00;01-10-2024 4:00;3;3;0;425;4;1;0;10;4;0;0
01-10-2024;5:00:00;01-10-2024 5:00;4;3;1;409;5;1;0;10;4;0;0
01-10-2024;6:00:00;01-10-2024 6:00;8;8;0;200;6;1;0;10;4;0;0
01-10-2024;7:00:00;01-10-2024 7:00;37;35;2;253;7;1;0;10;4;0;0
01-10-2024;8:00:00;01-10-2024 8:00;87;87;0;327;8;1;0;10;4;0;1
01-10-2024;9:00:00;01-10-2024 9:00;200;199;1;323;9;1;0;10;4;0;1
01-10-2024;10:00:00;01-10-2024 10:00;296;293;3;340;10;1;0;10;4;0;1
01-10-2024;11:00:00;01-10-2024 11:00;280;279;1;295;11;1;0;10;4;0;1
01-10-2024;12:00:00;01-10-2024 12:00;287;286;1;291;12;1;0;10;4;0;1
01-10-2024;13:00:00;01-10-2024 13:00;257;255;2;325;13;1;0;10;4;0;1
01-10-2024;14:00:00;01-10-2024 14:00;209;208;1;311;14;1;0;10;4;0;1
01-10-2024;15:00:00;01-10-2024 15:00;237;237;0;308;15;1;0;10;4;0;1
01-10-2024;16:00:00;01-10-2024 16:00;199;199;0;346;16;1;0;10;4;0;1
01-10-2024;17:00:00;01-10-2024 17:00;176;176;0;357;17;1;0;10;4;0;1
01-10-2024;18:00:00;01-10-2024 18:00;141;141;0;320;18;1;0;10;4;0;0
01-10-2024;19:00:00;01-10-2024 19:00;133;132;1;310;19;1;0;10;4;0;0
01-10-2024;20:00:00;01-10-2024 20:00;111;111;0;275;20;1;0;10;4;0;0
01-10-2024;21:00:00;01-10-2024 21:00;96;96;0;263;21;1;0;10;4;0;0
01-10-2024;22:00:00;01-10-2024 22:00;66;66;0;244;22;1;0;10;4;0;0
01-10-2024;23:00:00;01-10-2024 23:00;21;21;0;237;23;1;0;10;4;0;0
02-10-2024;0:00:00;02-10-2024 0:00;9;9;0;262;0;2;0;10;4;0;0
02-10-2024;1:00:00;02-10-2024 1:00;3;3;0;239;1;2;0;10;4;0;0
02-10-2024;5:00:00;02-10-2024 5:00;2;2;0;172;5;2;0;10;4;0;0
02-10-2024;6:00:00;02-10-2024 6:00;4;4;0;377;6;2;0;10;4;0;0
02-10-2024;7:00:00;02-10-2024 7:00;22;22;0;310;7;2;0;10;4;0;0
02-10-2024;8:00:00;02-10-2024 8:00;79;79;0;284;8;2;0;10;4;0;1
02-10-2024;9:00:00;02-10-2024 9:00;120;120;0;306;9;2;0;10;4;0;1
02-10-2024;10:00:00;02-10-2024 10:00;205;204;1;376;10;2;0;10;4;0;1
02-10-2024;11:00:00;02-10-2024 11:00;235;235;0;289;11;2;0;10;4;0;1
02-10-2024;12:00:00;02-10-2024 12:00;220;220;0;307;12;2;0;10;4;0;1
02-10-2024;13:00:00;02-10-2024 13:00;202;202;0;292;13;2;0;10;4;0;1
02-10-2024;14:00:00;02-10-2024 14:00;191;191;0;292;14;2;0;10;4;0;1
02-10-2024;15:00:00;02-10-2024 15:00;168;168;0;286;15;2;0;10;4;0;1
02-10-2024;16:00:00;02-10-2024 16:00;220;219;1;302;16;2;0;10;4;0;1
02-10-2024;17:00:00;02-10-2024 17:00;181;181;0;256;17;2;0;10;4;0;1
02-10-2024;18:00:00;02-10-2024 18:00;166;166;0;316;18;2;0;10;4;0;0
02-10-2024;19:00:00;02-10-2024 19:00;126;126;0;298;19;2;0;10;4;0;0
02-10-2024;20:00:00;02-10-2024 20:00;116;116;0;222;20;2;0;10;4;0;0
02-10-2024;21:00:00;02-10-2024 21:00;88;88;0;260;21;2;0;10;4;0;0
02-10-2024;22:00:00;02-10-2024 22:00;39;39;0;263;22;2;0;10;4;0;0
02-10-2024;23:00:00;02-10-2024 23:00;30;30;0;223;23;2;0;10;4;0;0
03-10-2024;0:00:00;03-10-2024 0:00;7;7;0;323;0;3;0;10;4;0;0
03-10-2024;1:00:00;03-10-2024 1:00;3;3;0;215;1;3;0;10;4;0;0
03-10-2024;4:00:00;03-10-2024 4:00;2;2;0;268;4;3;0;10;4;0;0
03-10-2024;5:00:00;03-10-2024 5:00;1;1;0;48;5;3;0;10;4;0;0
03-10-2024;6:00:00;03-10-2024 6:00;9;9;0;148;6;3;0;10;4;0;0
03-10-2024;7:00:00;03-10-2024 7:00;38;36;2;249;7;3;0;10;4;0;0
03-10-2024;8:00:00;03-10-2024 8:00;91;91;0;283;8;3;0;10;4;0;1
03-10-2024;9:00:00;03-10-2024 9:00;161;161;0;323;9;3;0;10;4;0;1
03-10-2024;10:00:00;03-10-2024 10:00;188;188;0;298;10;3;0;10;4;0;1
03-10-2024;11:00:00;03-10-2024 11:00;216;215;1;335;11;3;0;10;4;0;1
03-10-2024;12:00:00;03-10-2024 12:00;221;221;0;289;12;3;0;10;4;0;1
03-10-2024;13:00:00;03-10-2024 13:00;182;182;0;294;13;3;0;10;4;0;1
03-10-2024;14:00:00;03-10-2024 14:00;186;186;0;297;14;3;0;10;4;0;1
03-10-2024;15:00:00;03-10-2024 15:00;185;184;1;293;15;3;0;10;4;0;1
03-10-2024;16:00:00;03-10-2024 16:00;146;146;0;259;16;3;0;10;4;0;1
03-10-2024;17:00:00;03-10-2024 17:00;161;161;0;280;17;3;0;10;4;0;1
03-10-2024;18:00:00;03-10-2024 18:00;125;125;0;284;18;3;0;10;4;0;0
03-10-2024;19:00:00;03-10-2024 19:00;115;115;0;275;19;3;0;10;4;0;0
03-10-2024;20:00:00;03-10-2024 20:00;127;126;1;285;20;3;0;10;4;0;0
03-10-2024;21:00:00;03-10-2024 21:00;69;69;0;249;21;3;0;10;4;0;0
03-10-2024;22:00:00;03-10-2024 22:00;40;40;0;261;22;3;0;10;4;0;0
03-10-2024;23:00:00;03-10-2024 23:00;32;32;0;278;23;3;0;10;4;0;0
04-10-2024;0:00:00;04-10-2024 0:00;11;11;0;181;0;4;0;10;4;0;0
04-10-2024;1:00:00;04-10-2024 1:00;2;2;0;141;1;4;0;10;4;0;0
04-10-2024;5:00:00;04-10-2024 5:00;1;1;0;159;5;4;0;10;4;0;0
04-10-2024;6:00:00;04-10-2024 6:00;3;3;0;191;6;4;0;10;4;0;0
04-10-2024;7:00:00;04-10-2024 7:00;14;14;0;190;7;4;0;10;4;0;0
04-10-2024;8:00:00;04-10-2024 8:00;74;74;0;288;8;4;0;10;4;0;1
04-10-2024;9:00:00;04-10-2024 9:00;131;131;0;319;9;4;0;10;4;0;1
04-10-2024;10:00:00;04-10-2024 10:00;152;152;0;334;10;4;0;10;4;0;1
04-10-2024;11:00:00;04-10-2024 11:00;176;175;1;314;11;4;0;10;4;0;1
04-10-2024;12:00:00;04-10-2024 12:00;201;194;7;283;12;4;0;10;4;0;1
04-10-2024;13:00:00;04-10-2024 13:00;158;158;0;263;13;4;0;10;4;0;1
04-10-2024;14:00:00;04-10-2024 14:00;207;207;0;305;14;4;0;10;4;0;1
04-10-2024;15:00:00;04-10-2024 15:00;192;191;1;308;15;4;0;10;4;0;1
04-10-2024;16:00:00;04-10-2024 16:00;169;169;0;289;16;4;0;10;4;0;1
04-10-2024;17:00:00;04-10-2024 17:00;150;150;0;277;17;4;0;10;4;0;1
04-10-2024;18:00:00;04-10-2024 18:00;114;114;0;231;18;4;0;10;4;0;0
04-10-2024;19:00:00;04-10-2024 19:00;109;109;0;288;19;4;0;10;4;0;0
04-10-2024;20:00:00;04-10-2024 20:00;144;144;0;281;20;4;0;10;4;0;0
04-10-2024;21:00:00;04-10-2024 21:00;86;86;0;261;21;4;0;10;4;0;0
04-10-2024;22:00:00;04-10-2024 22:00;57;57;0;277;22;4;0;10;4;0;0
04-10-2024;23:00:00;04-10-2024 23:00;20;20;0;178;23;4;0;10;4;0;0
05-10-2024;0:00:00;05-10-2024 0:00;19;14;5;184;0;5;1;10;4;0;0
05-10-2024;1:00:00;05-10-2024 1:00;17;15;2;196;1;5;1;10;4;0;0
05-10-2024;2:00:00;05-10-2024 2:00;14;12;2;180;2;5;1;10;4;0;0
05-10-2024;3:00:00;05-10-2024 3:00;3;3;0;147;3;5;1;10;4;0;0
05-10-2024;5:00:00;05-10-2024 5:00;5;5;0;189;5;5;1;10;4;0;0
05-10-2024;6:00:00;05-10-2024 6:00;5;5;0;255;6;5;1;10;4;0;0
05-10-2024;7:00:00;05-10-2024 7:00;13;12;1;154;7;5;1;10;4;0;0
05-10-2024;8:00:00;05-10-2024 8:00;48;48;0;250;8;5;1;10;4;0;1
05-10-2024;9:00:00;05-10-2024 9:00;102;102;0;293;9;5;1;10;4;0;1
05-10-2024;10:00:00;05-10-2024 10:00;156;156;0;263;10;5;1;10;4;0;1
05-10-2024;11:00:00;05-10-2024 11:00;129;129;0;257;11;5;1;10;4;0;1
05-10-2024;12:00:00;05-10-2024 12:00;121;121;0;285;12;5;1;10;4;0;1
05-10-2024;13:00:00;05-10-2024 13:00;121;117;4;250;13;5;1;10;4;0;1
05-10-2024;14:00:00;05-10-2024 14:00;83;83;0;248;14;5;1;10;4;0;1
05-10-2024;15:00:00;05-10-2024 15:00;89;89;0;233;15;5;1;10;4;0;1
05-10-2024;16:00:00;05-10-2024 16:00;98;98;0;231;16;5;1;10;4;0;1
05-10-2024;17:00:00;05-10-2024 17:00;64;64;0;269;17;5;1;10;4;0;1
05-10-2024;18:00:00;05-10-2024 18:00;82;82;0;276;18;5;1;10;4;0;0
05-10-2024;19:00:00;05-10-2024 19:00;81;81;0;233;19;5;1;10;4;0;0
05-10-2024;20:00:00;05-10-2024 20:00;52;52;0;245;20;5;1;10;4;0;0
05-10-2024;21:00:00;05-10-2024 21:00;37;37;0;234;21;5;1;10;4;0;0
05-10-2024;22:00:00;05-10-2024 22:00;29;29;0;255;22;5;1;10;4;0;0
05-10-2024;23:00:00;05-10-2024 23:00;18;18;0;263;23;5;1;10;4;0;0
06-10-2024;0:00:00;06-10-2024 0:00;9;9;0;298;0;6;1;10;4;0;0
06-10-2024;1:00:00;06-10-2024 1:00;14;12;2;245;1;6;1;10;4;0;0
06-10-2024;2:00:00;06-10-2024 2:00;1;1;0;225;2;6;1;10;4;0;0
06-10-2024;3:00:00;06-10-2024 3:00;3;3;0;391;3;6;1;10;4;0;0
06-10-2024;4:00:00;06-10-2024 4:00;6;6;0;560;4;6;1;10;4;0;0
06-10-2024;5:00:00;06-10-2024 5:00;2;2;0;516;5;6;1;10;4;0;0
06-10-2024;6:00:00;06-10-2024 6:00;3;3;0;107;6;6;1;10;4;0;0
06-10-2024;7:00:00;06-10-2024 7:00;6;6;0;221;7;6;1;10;4;0;0
06-10-2024;8:00:00;06-10-2024 8:00;21;21;0;317;8;6;1;10;4;0;1
06-10-2024;9:00:00;06-10-2024 9:00;58;58;0;197;9;6;1;10;4;0;1
06-10-2024;10:00:00;06-10-2024 10:00;80;80;0;226;10;6;1;10;4;0;1
06-10-2024;11:00:00;06-10-2024 11:00;58;58;0;289;11;6;1;10;4;0;1
06-10-2024;12:00:00;06-10-2024 12:00;77;76;1;271;12;6;1;10;4;0;1
06-10-2024;13:00:00;06-10-2024 13:00;78;78;0;270;13;6;1;10;4;0;1
06-10-2024;14:00:00;06-10-2024 14:00;48;48;0;248;14;6;1;10;4;0;1
06-10-2024;15:00:00;06-10-2024 15:00;43;43;0;238;15;6;1;10;4;0;1
06-10-2024;16:00:00;06-10-2024 16:00;48;48;0;255;16;6;1;10;4;0;1
06-10-2024;17:00:00;06-10-2024 17:00;46;46;0;219;17;6;1;10;4;0;1
06-10-2024;18:00:00;06-10-2024 18:00;46;46;0;366;18;6;1;10;4;0;0
06-10-2024;19:00:00;06-10-2024 19:00;59;59;0;257;19;6;1;10;4;0;0
06-10-2024;20:00:00;06-10-2024 20:00;39;39;0;232;20;6;1;10;4;0;0
06-10-2024;21:00:00;06-10-2024 21:00;46;46;0;217;21;6;1;10;4;0;0
06-10-2024;22:00:00;06-10-2024 22:00;25;25;0;349;22;6;1;10;4;0;0
06-10-2024;23:00:00;06-10-2024 23:00;14;13;1;189;23;6;1;10;4;0;0
07-10-2024;0:00:00;07-10-2024 0:00;11;10;1;436;0;0;0;10;4;0;0
07-10-2024;1:00:00;07-10-2024 1:00;2;2;0;229;1;0;0;10;4;0;0
07-10-2024;4:00:00;07-10-2024 4:00;1;1;0;246;4;0;0;10;4;0;0
07-10-2024;5:00:00;07-10-2024 5:00;2;2;0;645;5;0;0;10;4;0;0
07-10-2024;6:00:00;07-10-2024 6:00;1;1;0;117;6;0;0;10;4;0;0
07-10-2024;7:00:00;07-10-2024 7:00;21;21;0;260;7;0;0;10;4;0;0
07-10-2024;8:00:00;07-10-2024 8:00;94;93;1;259;8;0;0;10;4;0;1
07-10-2024;9:00:00;07-10-2024 9:00;189;189;0;252;9;0;0;10;4;0;1
07-10-2024;10:00:00;07-10-2024 10:00;241;240;1;260;10;0;0;10;4;0;1
07-10-2024;11:00:00;07-10-2024 11:00;290;287;3;304;11;0;0;10;4;0;1
07-10-2024;12:00:00;07-10-2024 12:00;276;276;0;265;12;0;0;10;4;0;1
07-10-2024;13:00:00;07-10-2024 13:00;227;226;1;275;13;0;0;10;4;0;1
07-10-2024;14:00:00;07-10-2024 14:00;228;228;0;262;14;0;0;10;4;0;1
07-10-2024;15:00:00;07-10-2024 15:00;196;195;1;288;15;0;0;10;4;0;1
07-10-2024;16:00:00;07-10-2024 16:00;193;193;0;269;16;0;0;10;4;0;1
07-10-2024;17:00:00;07-10-2024 17:00;215;214;1;250;17;0;0;10;4;0;1
07-10-2024;18:00:00;07-10-2024 18:00;165;165;0;271;18;0;0;10;4;0;0
07-10-2024;19:00:00;07-10-2024 19:00;117;117;0;269;19;0;0;10;4;0;0
07-10-2024;20:00:00;07-10-2024 20:00;191;177;14;262;20;0;0;10;4;0;0
07-10-2024;21:00:00;07-10-2024 21:00;176;143;33;234;21;0;0;10;4;0;0
07-10-2024;22:00:00;07-10-2024 22:00;48;48;0;276;22;0;0;10;4;0;0
07-10-2024;23:00:00;07-10-2024 23:00;21;20;1;354;23;0;0;10;4;0;0
08-10-2024;0:00:00;08-10-2024 0:00;14;13;1;283;0;1;0;10;4;0;0
08-10-2024;1:00:00;08-10-2024 1:00;7;7;0;281;1;1;0;10;4;0;0
08-10-2024;2:00:00;08-10-2024 2:00;1;1;0;50;2;1;0;10;4;0;0
08-10-2024;3:00:00;08-10-2024 3:00;1;1;0;320;3;1;0;10;4;0;0
08-10-2024;5:00:00;08-10-2024 5:00;4;4;0;209;5;1;0;10;4;0;0
08-10-2024;6:00:00;08-10-2024 6:00;9;7;2;228;6;1;0;10;4;0;0
08-10-2024;7:00:00;08-10-2024 7:00;44;44;0;230;7;1;0;10;4;0;0
08-10-2024;8:00:00;08-10-2024 8:00;121;121;0;298;8;1;0;10;4;0;1
08-10-2024;9:00:00;08-10-2024 9:00;205;205;0;273;9;1;0;10;4;0;1
08-10-2024;10:00:00;08-10-2024 10:00;244;244;0;263;10;1;0;10;4;0;1
08-10-2024;11:00:00;08-10-2024 11:00;237;237;0;265;11;1;0;10;4;0;1
08-10-2024;12:00:00;08-10-2024 12:00;249;249;0;311;12;1;0;10;4;0;1
08-10-2024;13:00:00;08-10-2024 13:00;216;216;0;300;13;1;0;10;4;0;1
08-10-2024;14:00:00;08-10-2024 14:00;214;214;0;264;14;1;0;10;4;0;1
08-10-2024;15:00:00;08-10-2024 15:00;216;215;1;279;15;1;0;10;4;0;1
08-10-2024;16:00:00;08-10-2024 16:00;200;200;0;276;16;1;0;10;4;0;1
08-10-2024;17:00:00;08-10-2024 17:00;154;154;0;274;17;1;0;10;4;0;1
08-10-2024;18:00:00;08-10-2024 18:00;144;143;1;288;18;1;0;10;4;0;0
08-10-2024;19:00:00;08-10-2024 19:00;93;93;0;298;19;1;0;10;4;0;0
08-10-2024;20:00:00;08-10-2024 20:00;118;116;2;250;20;1;0;10;4;0;0
08-10-2024;21:00:00;08-10-2024 21:00;86;86;0;244;21;1;0;10;4;0;0
08-10-2024;22:00:00;08-10-2024 22:00;46;45;1;228;22;1;0;10;4;0;0
08-10-2024;23:00:00;08-10-2024 23:00;20;20;0;196;23;1;0;10;4;0;0
09-10-2024;0:00:00;09-10-2024 0:00;13;13;0;383;0;2;0;10;4;0;0
09-10-2024;1:00:00;09-10-2024 1:00;3;3;0;338;1;2;0;10;4;0;0
09-10-2024;2:00:00;09-10-2024 2:00;4;3;1;447;2;2;0;10;4;0;0
09-10-2024;4:00:00;09-10-2024 4:00;1;1;0;256;4;2;0;10;4;0;0
09-10-2024;5:00:00;09-10-2024 5:00;1;1;0;505;5;2;0;10;4;0;0
09-10-2024;6:00:00;09-10-2024 6:00;2;2;0;130;6;2;0;10;4;0;0
09-10-2024;7:00:00;09-10-2024 7:00;21;21;0;384;7;2;0;10;4;0;0
09-10-2024;8:00:00;09-10-2024 8:00;72;72;0;302;8;2;0;10;4;0;1
09-10-2024;9:00:00;09-10-2024 9:00;145;145;0;327;9;2;0;10;4;0;1
09-10-2024;10:00:00;09-10-2024 10:00;241;241;0;297;10;2;0;10;4;0;1
09-10-2024;11:00:00;09-10-2024 11:00;232;231;1;342;11;2;0;10;4;0;1
09-10-2024;12:00:00;09-10-2024 12:00;217;217;0;300;12;2;0;10;4;0;1
09-10-2024;13:00:00;09-10-2024 13:00;204;204;0;286;13;2;0;10;4;0;1
09-10-2024;14:00:00;09-10-2024 14:00;166;165;1;287;14;2;0;10;4;0;1
09-10-2024;15:00:00;09-10-2024 15:00;161;161;0;286;15;2;0;10;4;0;1
09-10-2024;16:00:00;09-10-2024 16:00;166;166;0;276;16;2;0;10;4;0;1
09-10-2024;17:00:00;09-10-2024 17:00;175;175;0;300;17;2;0;10;4;0;1
09-10-2024;18:00:00;09-10-2024 18:00;139;139;0;286;18;2;0;10;4;0;0
09-10-2024;19:00:00;09-10-2024 19:00;123;122;1;310;19;2;0;10;4;0;0
09-10-2024;20:00:00;09-10-2024 20:00;157;147;10;270;20;2;0;10;4;0;0
09-10-2024;21:00:00;09-10-2024 21:00;77;77;0;301;21;2;0;10;4;0;0
09-10-2024;22:00:00;09-10-2024 22:00;29;29;0;281;22;2;0;10;4;0;0
09-10-2024;23:00:00;09-10-2024 23:00;15;15;0;335;23;2;0;10;4;0;0
10-10-2024;0:00:00;10-10-2024 0:00;8;8;0;352;0;3;0;10;4;0;0
10-10-2024;1:00:00;10-10-2024 1:00;8;8;0;331;1;3;0;10;4;0;0
10-10-2024;2:00:00;10-10-2024 2:00;1;1;0;222;2;3;0;10;4;0;0
10-10-2024;3:00:00;10-10-2024 3:00;1;1;0;42;3;3;0;10;4;0;0
10-10-2024;4:00:00;10-10-2024 4:00;1;1;0;417;4;3;0;10;4;0;0
10-10-2024;6:00:00;10-10-2024 6:00;9;8;1;224;6;3;0;10;4;0;0
10-10-2024;7:00:00;10-10-2024 7:00;24;24;0;242;7;3;0;10;4;0;0
10-10-2024;8:00:00;10-10-2024 8:00;67;67;0;276;8;3;0;10;4;0;1
10-10-2024;9:00:00;10-10-2024 9:00;151;150;1;279;9;3;0;10;4;0;1
10-10-2024;10:00:00;10-10-2024 10:00;212;212;0;334;10;3;0;10;4;0;1
10-10-2024;11:00:00;10-10-2024 11:00;256;256;0;318;11;3;0;10;4;0;1
10-10-2024;12:00:00;10-10-2024 12:00;240;240;0;291;12;3;0;10;4;0;1
10-10-2024;13:00:00;10-10-2024 13:00;206;206;0;333;13;3;0;10;4;0;1
10-10-2024;14:00:00;10-10-2024 14:00;190;189;1;270;14;3;0;10;4;0;1
10-10-2024;15:00:00;10-10-2024 15:00;242;241;1;285;15;3;0;10;4;0;1
10-10-2024;16:00:00;10-10-2024 16:00;184;184;0;332;16;3;0;10;4;0;1
10-10-2024;17:00:00;10-10-2024 17:00;164;164;0;334;17;3;0;10;4;0;1
10-10-2024;18:00:00;10-10-2024 18:00;132;132;0;298;18;3;0;10;4;0;0
10-10-2024;19:00:00;10-10-2024 19:00;118;118;0;338;19;3;0;10;4;0;0
10-10-2024;20:00:00;10-10-2024 20:00;122;122;0;285;20;3;0;10;4;0;0
10-10-2024;21:00:00;10-10-2024 21:00;80;80;0;269;21;3;0;10;4;0;0
10-10-2024;22:00:00;10-10-2024 22:00;36;36;0;327;22;3;0;10;4;0;0
10-10-2024;23:00:00;10-10-2024 23:00;20;20;0;355;23;3;0;10;4;0;0
11-10-2024;0:00:00;11-10-2024 0:00;5;5;0;400;0;4;0;10;4;0;0
11-10-2024;1:00:00;11-10-2024 1:00;1;1;0;307;1;4;0;10;4;0;0
11-10-2024;2:00:00;11-10-2024 2:00;5;5;0;123;2;4;0;10;4;0;0
11-10-2024;3:00:00;11-10-2024 3:00;1;1;0;108;3;4;0;10;4;0;0
11-10-2024;4:00:00;11-10-2024 4:00;5;4;1;215;4;4;0;10;4;0;0
11-10-2024;5:00:00;11-10-2024 5:00;3;3;0;349;5;4;0;10;4;0;0
11-10-2024;6:00:00;11-10-2024 6:00;9;9;0;257;6;4;0;10;4;0;0
11-10-2024;7:00:00;11-10-2024 7:00;43;43;0;280;7;4;0;10;4;0;0
11-10-2024;8:00:00;11-10-2024 8:00;117;117;0;262;8;4;0;10;4;0;1
11-10-2024;9:00:00;11-10-2024 9:00;164;163;1;325;9;4;0;10;4;0;1
11-10-2024;10:00:00;11-10-2024 10:00;236;236;0;316;10;4;0;10;4;0;1
